"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"49";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.15";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"2";"49";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.15";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"3";"49";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.15";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"4";"49";"BusBar_Con_Down";"A";"approved";"272.13";"522.34";"1192.0";"871.0";"PE";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"5";"50";"BusBar_Con_Down";"A";"approved";"963.78";"216.2";"1192.0";"871.0";"-PE";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"6";"50";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.15";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"7";"50";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.15";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"8";"50";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.15";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"9";"50";"BusBar_Con_Down";"A";"approved";"238.11";"488.32";"1192.0";"871.0";"PE";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"10";"51";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.15";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"11";"51";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.15";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"12";"51";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.15";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"13";"51";"BusBar_Con_Down";"A";"approved";"238.11";"488.32";"1192.0";"871.0";"PE";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"14";"52";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.16";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"15";"52";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.16";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"16";"52";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.16";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"17";"52";"BusBar_Con_Down";"A";"approved";"238.11";"488.32";"1192.0";"871.0";"PE";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"18";"53";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.16";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"19";"53";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.16";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"20";"53";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.16";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"21";"53";"BusBar_Con_Down";"A";"approved";"238.11";"488.32";"1192.0";"871.0";"PE";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"22";"54";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.16";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
"23";"54";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.16";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
"24";"54";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.16";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
"25";"54";"BusBar_Con_Down";"A";"approved";"238.11";"488.32";"1192.0";"871.0";"PE";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
