"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"49";"BreakPoint_H_2";"variant_0";"approved";"470.55";"678.24";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"2";"49";"BreakPoint_H_2";"variant_0";"approved";"470.55";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"3";"50";"BreakPoint_H_2";"variant_0";"approved";"549.92";"712.26";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"4";"50";"BreakPoint_H_2";"variant_0";"approved";"549.92";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"5";"50";"BreakPoint_H_2";"variant_0";"approved";"549.92";"99.98";"1192.0";"871.0";"=400/4a.9/L2.11";"=400/4a.9/L2.11";"220V~";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"6";"51";"BreakPoint_H_2";"variant_0";"approved";"549.92";"712.26";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"7";"51";"BreakPoint_H_2";"variant_0";"approved";"549.92";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"8";"51";"BreakPoint_H_2";"variant_0";"approved";"549.92";"99.98";"1192.0";"871.0";"=400/4a.9/L2.11";"=400/4a.9/L2.11";"220V~";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"9";"52";"BreakPoint_H_2";"variant_0";"approved";"663.31";"712.26";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"10";"52";"BreakPoint_H_2";"variant_0";"approved";"663.31";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"11";"53";"BreakPoint_H_2";"variant_0";"approved";"663.31";"712.26";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"12";"53";"BreakPoint_H_2";"variant_0";"approved";"663.31";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"13";"54";"BreakPoint_H_2";"variant_0";"approved";"663.31";"712.26";"1192.0";"871.0";"=400/4a.9/L2.0";"=400/4a.9/L2.0";"0V 220V~";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
"14";"54";"BreakPoint_H_2";"variant_0";"approved";"663.31";"77.3";"1192.0";"871.0";"=400/4b.9/L3.11+";"=400/4b.9/L3.11+";"24V=";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
