"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"49";"BreakPoint_V_1";"A";"approved";"975.12";"305.84";"1192.0";"871.0";"==20.9400.201/95a.1";"==20.9400.201/95a.1";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"2";"49";"BreakPoint_V_1";"A";"approved";"521.57";"396.55";"1192.0";"871.0";"==20.9400.201/95a.6";"==20.9400.201/95a.6";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"3";"49";"BreakPoint_V_1";"A";"approved";"612.28";"396.55";"1192.0";"871.0";"==20.9400.201/95a.7";"==20.9400.201/95a.7";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"4";"49";"BreakPoint_V_1";"A";"approved";"702.99";"396.55";"1192.0";"871.0";"==20.9400.201/95a.8";"==20.9400.201/95a.8";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"5";"49";"BreakPoint_V_1";"A";"approved";"793.7";"396.55";"1192.0";"871.0";"==20.9400.201/95a.8";"==20.9400.201/95a.8";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"6";"49";"BreakPoint_V_1";"A";"approved";"884.41";"396.55";"1192.0";"871.0";"==20.9400.201/95a.9";"==20.9400.201/95a.9";"";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"7";"50";"BreakPoint_V_1";"A";"approved";"895.75";"305.84";"1192.0";"871.0";"==20.9400.201/97.5";"==20.9400.201/97.5";"";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"8";"50";"BreakPoint_V_1";"A";"approved";"725.67";"430.57";"1192.0";"871.0";"==20.9400.201/97.7";"==20.9400.201/97.7";"";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"9";"50";"BreakPoint_V_1";"A";"approved";"839.06";"430.57";"1192.0";"871.0";"==20.9400.201/97.7";"==20.9400.201/97.7";"";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"10";"50";"BreakPoint_V_1";"A";"approved";"963.78";"305.84";"1192.0";"871.0";".
5
04+
5.7";".
5
04+
5.7";"";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
