"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"52";"CAB_3";"A";"pending";"158.74";"485.49";"1192.0";"871.0";"";"";"";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"2";"56";"CAB_3";"A";"approved";"351.5";"621.55";"1192.0";"871.0";"+D3
-W2T13D";"";"LiYCY 2x0.75 mm²
pre-wired";"48";"26";"= 418";"+ 400A";"forming machine D";"pinned roll";"418M13"
"3";"60";"CAB_3";"A";"approved";"487.56";"587.54";"1192.0";"871.0";"-W1Y17B";"";"H05VV5-F 5G1.5 mm²";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"4";"60";"CAB_3";"A";"approved";"487.56";"655.57";"1192.0";"871.0";"+D2 -W2Y17B";"";"H05VV5-F 5G1.5 mm² pre-wired";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"5";"61";"CAB_3";"A";"pending";"867.4";"77.3";"1192.0";"871.0";"";"";"";"52a";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"6";"61";"CAB_3";"A";"pending";"867.4";"236.04";"1192.0";"871.0";"";"";"";"52a";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"7";"70";"CAB_3";"A";"pending";"187.09";"236.04";"1192.0";"871.0";"";"";"";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"8";"70";"CAB_3";"A";"pending";"413.86";"326.75";"1192.0";"871.0";"";"";"";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"9";"70";"CAB_3";"A";"pending";"527.24";"326.75";"1192.0";"871.0";"";"";"";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"10";"70";"CAB_3";"A";"pending";"640.63";"326.75";"1192.0";"871.0";"";"";"";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"11";"70";"CAB_3";"A";"pending";"640.63";"576.2";"1192.0";"871.0";"";"";"";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"12";"72";"CAB_3";"A";"pending";"158.74";"474.15";"1192.0";"871.0";"";"";"";"59d";"26";"= 418";"+ 400A";"";"TEXPAN filter screw conveyor";"418M3"
"13";"78";"CAB_3";"A";"approved";"408.19";"655.57";"1192.0";"871.0";"-W1Y3B";"";"H05VV5-F 5G1.5 mm²";"65";"5";"= 420";"+ 400A";"forming line";"hogger drive";"420M3"
"14";"79";"CAB_3";"A";"approved";"408.19";"655.57";"1192.0";"871.0";"-W1Y4B";"";"05VV5-F 5G1.5 mm²";"66";"5";"= 420";"+ 400A";"forming line";"hogger drive";"420M4"
