"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"link";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"129";"130";"contact_signal_NC_1";"A";"pending";"442.92";"474.15";"1192.0";"871.0";"";"95";"96";"2 4 6";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"130";"130";"contact_signal_NC_1";"A";"pending";"1065.84";"542.18";"1192.0";"871.0";"-F5.1";"95";"96";"/103.1";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"131";"130";"contact_signal_NC_1";"A";"pending";"1065.84";"598.87";"1192.0";"871.0";"-F6.1";"95";"96";"/103.3";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"132";"132";"contact_signal_NC_1";"A";"pending";"238.83";"474.15";"1192.0";"871.0";"";"95";"96";"2 4 6";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"133";"132";"contact_signal_NC_1";"A";"pending";"442.92";"474.15";"1192.0";"871.0";"";"95";"96";"2 4 6";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"134";"132";"contact_signal_NC_1";"A";"pending";"1065.84";"542.18";"1192.0";"871.0";"-F7.1";"95";"96";"/106.1";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"135";"132";"contact_signal_NC_1";"A";"pending";"1065.84";"598.87";"1192.0";"871.0";"-F8.1";"95";"96";"/106.3";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"136";"140";"contact_signal_NC_1";"A";"pending";"408.2";"564.85";"1192.0";"871.0";"-K17.1M";"21";"22";"/115.2";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"137";"140";"contact_signal_NC_1";"A";"pending";"294.81";"564.85";"1192.0";"871.0";"-K17.2M";"21";"22";"/115.3";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"138";"140";"contact_signal_NC_1";"A";"pending";"634.97";"564.85";"1192.0";"871.0";"-K17.3M";"21";"22";"/115.4";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"139";"140";"contact_signal_NC_1";"A";"pending";"521.58";"564.85";"1192.0";"871.0";"-K17.4M";"21";"22";"/115.5";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"140";"140";"contact_signal_NC_1";"A";"pending";"748.36";"564.85";"1192.0";"871.0";"-K17.4M";"31";"32";"/115.5";"115";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
