"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"137";"112";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"138";"112";"contact_power_3";"A";"pending";"351.51";"326.74";"1192.0";"871.0";"";"5";"6";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"139";"113";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"140";"113";"contact_power_3";"A";"pending";"351.51";"236.03";"1192.0";"871.0";"";"5";"6";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"141";"113";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"142";"113";"contact_power_3";"A";"pending";"351.51";"326.74";"1192.0";"871.0";"";"5";"6";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"143";"114";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"144";"114";"contact_power_3";"A";"pending";"351.51";"236.03";"1192.0";"871.0";"";"5";"6";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"145";"114";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"146";"114";"contact_power_3";"A";"pending";"351.51";"326.74";"1192.0";"871.0";"";"5";"6";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"147";"115";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"148";"115";"contact_power_3";"A";"pending";"351.51";"236.03";"1192.0";"871.0";"";"5";"6";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"149";"115";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"150";"115";"contact_power_3";"A";"pending";"351.51";"326.74";"1192.0";"871.0";"";"5";"6";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"151";"116";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"152";"116";"contact_power_3";"A";"pending";"351.51";"236.03";"1192.0";"871.0";"";"5";"6";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"153";"116";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"154";"116";"contact_power_3";"A";"pending";"351.51";"326.74";"1192.0";"871.0";"";"5";"6";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"155";"117";"contact_power_3";"A";"pending";"215.44";"440.13";"1192.0";"871.0";"";"5";"6";"100";"29";"= 427";"+ 400A";"press";"central hydraulic band control";"427M?"
"156";"118";"contact_power_3";"A";"pending";"215.44";"360.76";"1192.0";"871.0";"";"5";"6";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"157";"119";"contact_power_3";"A";"pending";"215.44";"360.76";"1192.0";"871.0";"";"5";"6";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
"158";"120";"contact_power_3";"A";"pending";"215.44";"360.76";"1192.0";"871.0";"";"5";"6";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3"
"159";"121";"contact_power_3";"A";"pending";"215.44";"360.76";"1192.0";"871.0";"";"5";"6";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4"
"160";"122";"contact_power_3";"A";"pending";"215.44";"281.39";"1192.0";"871.0";"";"5";"6";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"161";"122";"contact_power_3";"A";"pending";"351.51";"281.39";"1192.0";"871.0";"";"5";"6";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"162";"123";"contact_power_3";"A";"pending";"215.44";"281.39";"1192.0";"871.0";"";"5";"6";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"163";"123";"contact_power_3";"A";"pending";"351.51";"281.39";"1192.0";"871.0";"";"5";"6";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"164";"126";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"98";"21";"= 414";"+ 400H10";"forming machine C";"transport belt to matformer C";"414M01"
"165";"127";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"99";"21";"= 414";"+ 400H10";"forming machine C";"transport belt ??";"414M02"
"166";"128";"contact_power_3";"A";"pending";"215.44";"247.37";"1192.0";"871.0";"";"5";"6";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"167";"130";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"168";"132";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"169";"134";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10"
"170";"135";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"110";"21";"= 414";"+ 400H10";"forming machine C";"rotary combs";"414M11"
"171";"136";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"172";"137";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"112";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt left";"414M15"
"173";"138";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"113";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt right";"414M16"
"174";"139";"contact_power_3";"A";"pending";"215.44";"236.03";"1192.0";"871.0";"";"5";"6";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"175";"139";"contact_power_3";"A";"pending";"374.18";"236.03";"1192.0";"871.0";"";"5";"6";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"176";"139";"contact_power_3";"A";"pending";"215.44";"326.74";"1192.0";"871.0";"";"5";"6";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"177";"139";"contact_power_3";"A";"pending";"374.18";"326.74";"1192.0";"871.0";"";"5";"6";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"178";"141";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"179";"142";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"117";"21";"= 414";"+ 400H10";"forming machine C";"slow disks rolls";"414M21"
"180";"143";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11"
"181";"144";"contact_power_3";"A";"pending";"215.44";"338.08";"1192.0";"871.0";"";"5";"6";"119";"21";"= 414";"+ 400H10";"forming machine C";"transport belt cleaning brush";"414M26"
