"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"73";"112";"con_L_UpRight";"default";"pending";"192.76";"689.58";"1192.0";"871.0";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"74";"112";"con_L_UpRight";"default";"pending";"170.08";"666.91";"1192.0";"871.0";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"75";"112";"con_L_UpRight";"default";"pending";"249.45";"746.28";"1192.0";"871.0";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"76";"112";"con_L_UpRight";"default";"pending";"272.13";"734.94";"1192.0";"871.0";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"77";"113";"con_L_UpRight";"default";"pending";"215.43";"712.26";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"78";"113";"con_L_UpRight";"default";"pending";"192.76";"689.58";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"79";"113";"con_L_UpRight";"default";"pending";"170.08";"666.91";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"80";"113";"con_L_UpRight";"default";"pending";"249.45";"746.28";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"81";"113";"con_L_UpRight";"default";"pending";"272.13";"734.94";"1192.0";"871.0";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"82";"114";"con_L_UpRight";"default";"pending";"215.43";"712.26";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"83";"114";"con_L_UpRight";"default";"pending";"192.76";"689.58";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"84";"114";"con_L_UpRight";"default";"pending";"170.08";"666.91";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"85";"114";"con_L_UpRight";"default";"pending";"249.45";"746.28";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"86";"114";"con_L_UpRight";"default";"pending";"272.13";"734.94";"1192.0";"871.0";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"87";"115";"con_L_UpRight";"default";"pending";"215.43";"712.26";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"88";"115";"con_L_UpRight";"default";"pending";"192.76";"689.58";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"89";"115";"con_L_UpRight";"default";"pending";"170.08";"666.91";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"90";"115";"con_L_UpRight";"default";"pending";"249.45";"746.28";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"91";"115";"con_L_UpRight";"default";"pending";"272.13";"734.94";"1192.0";"871.0";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"92";"116";"con_L_UpRight";"default";"pending";"215.43";"712.26";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"93";"116";"con_L_UpRight";"default";"pending";"192.76";"689.58";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"94";"116";"con_L_UpRight";"default";"pending";"170.08";"666.91";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"95";"116";"con_L_UpRight";"default";"pending";"249.45";"746.28";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"96";"116";"con_L_UpRight";"default";"pending";"272.13";"734.94";"1192.0";"871.0";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"97";"118";"con_L_UpRight";"default";"pending";"464.88";"349.43";"1192.0";"871.0";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"98";"119";"con_L_UpRight";"default";"pending";"464.88";"349.43";"1192.0";"871.0";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
"99";"120";"con_L_UpRight";"default";"pending";"464.88";"349.43";"1192.0";"871.0";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3"
"100";"121";"con_L_UpRight";"default";"pending";"464.88";"349.43";"1192.0";"871.0";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4"
"101";"124";"con_L_UpRight";"default";"pending";"1125.35";"715.09";"1192.0";"871.0";"3";"21";"= 414";"+ 400H10";"forming machine C";"illumination & sockets";""
"102";"124";"con_L_UpRight";"default";"pending";"994.96";"717.93";"1192.0";"871.0";"3";"21";"= 414";"+ 400H10";"forming machine C";"illumination & sockets";""
"103";"128";"con_L_UpRight";"default";"pending";"555.59";"700.92";"1192.0";"871.0";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"104";"129";"con_L_UpRight";"default";"pending";"113.39";"281.39";"1192.0";"871.0";"101";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"105";"129";"con_L_UpRight";"default";"pending";"215.43";"258.72";"1192.0";"871.0";"101";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"106";"129";"con_L_UpRight";"default";"pending";"181.42";"173.68";"1192.0";"871.0";"101";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"107";"130";"con_L_UpRight";"default";"pending";"600.94";"757.61";"1192.0";"871.0";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"108";"130";"con_L_UpRight";"default";"pending";"238.11";"406.12";"1192.0";"871.0";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"109";"130";"con_L_UpRight";"default";"pending";"805.04";"757.61";"1192.0";"871.0";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"110";"131";"con_L_UpRight";"default";"pending";"113.39";"281.39";"1192.0";"871.0";"104";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"111";"131";"con_L_UpRight";"default";"pending";"215.43";"258.72";"1192.0";"871.0";"104";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"112";"131";"con_L_UpRight";"default";"pending";"181.42";"173.68";"1192.0";"871.0";"104";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"113";"132";"con_L_UpRight";"default";"pending";"600.94";"757.61";"1192.0";"871.0";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"114";"132";"con_L_UpRight";"default";"pending";"238.11";"406.12";"1192.0";"871.0";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"115";"132";"con_L_UpRight";"default";"pending";"805.04";"757.61";"1192.0";"871.0";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"116";"133";"con_L_UpRight";"default";"pending";"113.39";"281.39";"1192.0";"871.0";"107";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"117";"133";"con_L_UpRight";"default";"pending";"215.43";"258.72";"1192.0";"871.0";"107";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"118";"133";"con_L_UpRight";"default";"pending";"181.42";"173.68";"1192.0";"871.0";"107";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"119";"136";"con_L_UpRight";"default";"pending";"215.43";"723.6";"1192.0";"871.0";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"120";"136";"con_L_UpRight";"default";"pending";"170.08";"746.28";"1192.0";"871.0";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"121";"139";"con_L_UpRight";"default";"pending";"170.08";"678.24";"1192.0";"871.0";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"122";"139";"con_L_UpRight";"default";"pending";"192.76";"700.92";"1192.0";"871.0";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"123";"139";"con_L_UpRight";"default";"pending";"215.43";"723.6";"1192.0";"871.0";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"124";"139";"con_L_UpRight";"default";"pending";"771.02";"712.26";"1192.0";"871.0";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"125";"141";"con_L_UpRight";"default";"pending";"215.43";"723.6";"1192.0";"871.0";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"126";"141";"con_L_UpRight";"default";"pending";"170.08";"746.28";"1192.0";"871.0";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"127";"143";"con_L_UpRight";"default";"pending";"487.56";"519.5";"1192.0";"871.0";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11"
"128";"146";"con_L_UpRight";"default";"pending";"408.19";"689.58";"1192.0";"871.0";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
"129";"146";"con_L_UpRight";"default";"pending";"476.22";"270.06";"1192.0";"871.0";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
"130";"146";"con_L_UpRight";"default";"pending";"702.99";"689.58";"1192.0";"871.0";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
"131";"146";"con_L_UpRight";"default";"pending";"771.02";"270.06";"1192.0";"871.0";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
