"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"18";"5";"X_Simple_UpDown";"A";"approved";"464.88";"451.47";"1192.0";"871.0";"";"353";"1b";"8";"= 400";"+ 400A";"";"emergency stop 400A";""
"19";"5";"X_Simple_UpDown";"A";"approved";"555.59";"451.47";"1192.0";"871.0";"";"355";"1b";"8";"= 400";"+ 400A";"";"emergency stop 400A";""
"20";"6";"X_Simple_UpDown";"A";"approved";"147.4";"315.41";"1192.0";"871.0";"=400A-X1";"13";"2";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"21";"6";"X_Simple_UpDown";"A";"approved";"170.07";"315.41";"1192.0";"871.0";"";"14";"2";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"22";"6";"X_Simple_UpDown";"A";"approved";"192.75";"315.41";"1192.0";"871.0";"";"15";"2";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"23";"7";"X_Simple_UpDown";"A";"approved";"895.74";"315.41";"1192.0";"871.0";"=400-X10S";"11.";"3";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"24";"7";"X_Simple_UpDown";"A";"approved";"918.42";"315.41";"1192.0";"871.0";".";"11.";"3";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"25";"7";"X_Simple_UpDown";"A";"approved";"941.1";"315.41";"1192.0";"871.0";".";"11.";"3";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"26";"7";"X_Simple_UpDown";"A";"approved";"963.78";"315.41";"1192.0";"871.0";".";"PE";"3";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"27";"8";"X_Simple_UpDown";"A";"approved";"136.06";"564.86";"1192.0";"871.0";"=400-XV400A";"L1.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"28";"8";"X_Simple_UpDown";"A";"approved";"158.74";"564.86";"1192.0";"871.0";"";"L1.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"29";"8";"X_Simple_UpDown";"A";"approved";"204.09";"564.86";"1192.0";"871.0";"";"L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"30";"8";"X_Simple_UpDown";"A";"approved";"226.77";"564.86";"1192.0";"871.0";"";"1 L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"31";"8";"X_Simple_UpDown";"A";"approved";"272.12";"564.86";"1192.0";"871.0";"";"L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"32";"8";"X_Simple_UpDown";"A";"approved";"294.8";"564.86";"1192.0";"871.0";"";"2 L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"33";"8";"X_Simple_UpDown";"A";"approved";"340.15";"564.86";"1192.0";"871.0";"";"L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"34";"8";"X_Simple_UpDown";"A";"approved";"362.83";"564.86";"1192.0";"871.0";"";"3 L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"35";"8";"X_Simple_UpDown";"A";"approved";"408.19";"564.86";"1192.0";"871.0";"";"L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"36";"8";"X_Simple_UpDown";"A";"approved";"430.86";"564.86";"1192.0";"871.0";"";"4 L1.1";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"37";"8";"X_Simple_UpDown";"A";"approved";"476.22";"564.86";"1192.0";"871.0";"";"spar";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"38";"8";"X_Simple_UpDown";"A";"approved";"498.89";"564.86";"1192.0";"871.0";"";"e spar";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"39";"9";"X_Simple_UpDown";"A";"approved";"136.06";"564.86";"1192.0";"871.0";"=400-XV400A";"L2.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"40";"9";"X_Simple_UpDown";"A";"approved";"158.74";"564.86";"1192.0";"871.0";"";"L2.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
