"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"style";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"54";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"110.55";"109.19";"1192.0";"871.0";"+400S1-X1SC01:1
==20.9400.202/41.5";"+400S1-X1SC01:1
==20.9400.202/41.5";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"2";"54";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"212.6";"109.19";"1192.0";"871.0";"+400S1-X1SC01:5
==20.9400.202/41.8";"+400S1-X1SC01:5
==20.9400.202/41.8";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"3";"55";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"428.03";"403.99";"1192.0";"871.0";"";"";"";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"4";"55";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"1006.3";"449.35";"1192.0";"871.0";"+400S1-X1ESC01:2";"==20.9400.202/41.1";"";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"5";"55";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"1051.65";"449.35";"1192.0";"871.0";"+400S1-X1ESC01:4";"==20.9400.202/41.2";"";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"6";"55";"BreakPoint_V_5.6_UD_SZ";"variant_0";"approved";"382.68";"403.99";"1192.0";"871.0";"";"";"";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
