"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"pin_1";"pin_2";"pin_3";"style";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"96";"contact_signal_CO_2";"B";"approved";"294.8";"236.04";"1192.0";"871.0";"-K040 /6b.2";"";"14";"11";"12";"";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
