"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"2";"CAB_3";"A";"approved";"124.72";"621.55";"1192.0";"871.0";"-W1400A";"";"NYY-J 4x35 mm²";"1";"104";"= 400";"+ 400SPS";"general";"power supply
380V";""
"2";"52";"CAB_3";"A";"approved";"102.05";"65.96";"1192.0";"871.0";"8.9/1L1 3";"";"-
8.9/1L2
-";"9";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"3";"55";"CAB_3";"A";"approved";"328.82";"292.73";"1192.0";"871.0";"+400A-W23.1";"";"H05VV5-F 7G1.5 mm²";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"4";"55";"CAB_3";"A";"approved";"328.82";"428.8";"1192.0";"871.0";"+400A-W23.1";"";"";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"5";"59";"CAB_3";"A";"pending";"884.41";"723.6";"1192.0";"871.0";"-Z
/1";"";"";"15";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"6";"59";"CAB_3";"A";"pending";"1054.49";"723.6";"1192.0";"871.0";"-E
/1";"";"";"15";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"7";"64";"CAB_3";"A";"pending";"884.41";"723.6";"1192.0";"871.0";"-E
/1";"";"";"16";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"8";"64";"CAB_3";"A";"pending";"1054.49";"723.6";"1192.0";"871.0";"-E
/1";"";"";"16";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"9";"81";"CAB_3";"A";"pending";"884.41";"723.6";"1192.0";"871.0";"-E
/1";"";"";"19";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
"10";"81";"CAB_3";"A";"pending";"1054.49";"723.6";"1192.0";"871.0";"-E
/2";"";"";"19";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
