"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"link";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"17";"12";"contact_signal_NO_1";"A";"approved";"260.8";"530.84";"1192.0";"871.0";"-F2.19";"24";"23";"/3a.2";"3b";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"18";"12";"contact_signal_NO_1";"A";"approved";"260.8";"576.19";"1192.0";"871.0";"-F2.20";"23";"24";"/3a.3";"3b";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"19";"17";"contact_signal_NO_1";"A";"approved";"442.21";"598.87";"1192.0";"871.0";"=428 -K11H";"13";"14";"/5a.7";"4a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"20";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"122.65";"1192.0";"871.0";"-F3.11";"23";"24";"/4.3";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"21";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"168.0";"1192.0";"871.0";"-F3.12";"24";"23";"/4.4";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"22";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"213.36";"1192.0";"871.0";"-F3.13";"23";"24";"/4.5";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"23";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"258.71";"1192.0";"871.0";"-F3.14";"24";"23";"/4.6";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"24";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"304.06";"1192.0";"871.0";"-F3.15";"23";"24";"/4.7";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"25";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"349.42";"1192.0";"871.0";"-F3.16";"24";"23";"/4.8";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"26";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"394.77";"1192.0";"871.0";"-F3.17";"23";"24";"/4a.0";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"27";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"440.13";"1192.0";"871.0";"-F3.18";"24";"23";"/4a.1";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"28";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"485.48";"1192.0";"871.0";"-F3.19 -";"23";"24";"/4a.2";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"29";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"530.84";"1192.0";"871.0";"-F3.20";"24";"23";"/4a.4";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"30";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"576.19";"1192.0";"871.0";"-F3.21";"23";"24";"/5.1";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"31";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"621.55";"1192.0";"871.0";"-F3.22";"24";"23";"/5.2";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"32";"19";"contact_signal_NO_1";"A";"approved";"1009.14";"666.9";"1192.0";"871.0";"-F3.23";"23";"24";"/5.3";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"33";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"122.65";"1192.0";"871.0";"-F3.24";"24";"23";"/5.4";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"34";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"168.0";"1192.0";"871.0";"-F3.25";"23";"24";"/5.5";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"35";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"213.36";"1192.0";"871.0";"-F3.26";"24";"23";"/5.6";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"36";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"258.71";"1192.0";"871.0";"-F3.27";"23";"24";"/5.6";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"37";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"304.06";"1192.0";"871.0";"-F3.28";"24";"23";"/5.7";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"38";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"349.42";"1192.0";"871.0";"-F3.29";"23";"24";"/5.8";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"39";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"394.77";"1192.0";"871.0";"-FXK1";"24";"23";"/5a.0";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"40";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"440.13";"1192.0";"871.0";"-FXK2";"23";"24";"/5a.1";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"41";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"485.48";"1192.0";"871.0";"-FXK3";"24";"23";"/5a.2";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"42";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"530.84";"1192.0";"871.0";"-FXK4";"23";"24";"/5a.3";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"43";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"576.19";"1192.0";"871.0";"-FXK5";"24";"23";"/5a.4";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"44";"19";"contact_signal_NO_1";"A";"approved";"1133.87";"621.55";"1192.0";"871.0";"-FXK6";"23";"24";"/5a.5";"5a";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"45";"25";"contact_signal_NO_1";"A";"approved";"260.8";"122.65";"1192.0";"871.0";"-F4.10";"23";"24";"/6.2";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"46";"25";"contact_signal_NO_1";"A";"approved";"260.8";"168.0";"1192.0";"871.0";"-F4.11";"24";"23";"/6.3";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"47";"25";"contact_signal_NO_1";"A";"approved";"260.8";"213.36";"1192.0";"871.0";"-F4.12";"23";"24";"/6.4";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"48";"25";"contact_signal_NO_1";"A";"approved";"260.8";"258.71";"1192.0";"871.0";"-F4.13";"24";"23";"/6.5";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"49";"25";"contact_signal_NO_1";"A";"approved";"260.8";"304.06";"1192.0";"871.0";"-F4.14";"23";"24";"/6.6";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"50";"25";"contact_signal_NO_1";"A";"approved";"260.8";"349.42";"1192.0";"871.0";"-F4.15";"24";"23";"/6.7";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"51";"25";"contact_signal_NO_1";"A";"approved";"260.8";"394.77";"1192.0";"871.0";"-F4.16";"23";"24";"/6.8";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"52";"25";"contact_signal_NO_1";"A";"approved";"260.8";"440.13";"1192.0";"871.0";"-F4.17";"24";"23";"/6a.0";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"53";"25";"contact_signal_NO_1";"A";"approved";"260.8";"485.48";"1192.0";"871.0";"-F4.18";"23";"24";"/6a.1";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"54";"25";"contact_signal_NO_1";"A";"approved";"260.8";"530.84";"1192.0";"871.0";"-F4.19";"24";"23";"/6a.2";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"55";"25";"contact_signal_NO_1";"A";"approved";"260.8";"576.19";"1192.0";"871.0";"-F4.20";"23";"24";"/6a.3";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"56";"25";"contact_signal_NO_1";"A";"approved";"260.8";"621.55";"1192.0";"871.0";"-Q4";"13";"14";"/6.1";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"57";"27";"contact_signal_NO_1";"A";"approved";"453.55";"338.08";"1192.0";"871.0";"-K2";"13";"14";"/11.4";"7";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";""
"58";"27";"contact_signal_NO_1";"A";"approved";"453.55";"383.44";"1192.0";"871.0";"-K2";"24";"23";"/11.4";"7";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";""
"59";"55";"contact_signal_NO_1";"A";"approved";"1009.14";"315.4";"1192.0";"871.0";"-K0";"33";"34/";"/10a.6";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"60";"55";"contact_signal_NO_1";"A";"approved";"1054.5";"315.4";"1192.0";"871.0";"-K0";"43";"44/";"/10a.6";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"61";"55";"contact_signal_NO_1";"A";"approved";"1099.85";"315.4";"1192.0";"871.0";"-K0";"53";"54";"10a.6";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"62";"56";"contact_signal_NO_1";"A";"approved";"272.14";"508.16";"1192.0";"871.0";"-K1";"13";"14";"/11.1";"11";"104";"= 400";"+ 400SPS";"general";"control voltage
switch on";""
"63";"56";"contact_signal_NO_1";"A";"approved";"521.58";"564.85";"1192.0";"871.0";"-K0";"13";"14";"/10a.6";"11";"104";"= 400";"+ 400SPS";"general";"control voltage
switch on";""
"64";"96";"contact_signal_NO_1";"A";"approved";"158.75";"145.32";"1192.0";"871.0";"-F06";"3";"4";"/1.6";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"65";"96";"contact_signal_NO_1";"A";"approved";"430.88";"145.32";"1192.0";"871.0";"-K010";"13";"14";"/2a.2";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"66";"96";"contact_signal_NO_1";"A";"approved";"430.88";"236.03";"1192.0";"871.0";"-K020";"13";"14";"/3b.2";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"67";"96";"contact_signal_NO_1";"A";"approved";"566.94";"145.32";"1192.0";"871.0";"-Q6";"13";"14";"/8.1";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"68";"96";"contact_signal_NO_1";"A";"approved";"566.94";"236.03";"1192.0";"871.0";"-F6.10";"23";"24";"/8.2";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"69";"96";"contact_signal_NO_1";"A";"approved";"839.06";"145.32";"1192.0";"871.0";"-K1";"23";"24";"/11.1";"22";"104";"= 400";"+ 400SPS";"general";"general signals";""
"70";"97";"contact_signal_NO_1";"A";"approved";"873.08";"156.66";"1192.0";"871.0";"-??";"";"";"";"23";"104";"= 400";"+ 400SPS";"general";"general signals";""
"71";"97";"contact_signal_NO_1";"A";"approved";"1111.19";"156.66";"1192.0";"871.0";"-K0";"23";"24";"/10a.6";"23";"104";"= 400";"+ 400SPS";"general";"general signals";""
