"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"link";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"10";"contact_power_1";"variant_0";"approved";"351.5";"349.63";"1192.0";"871.0";"-K1.1";"1";"2";"/11.2";"3";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
"2";"18";"contact_power_1";"variant_0";"approved";"147.4";"394.99";"1192.0";"871.0";"-K2.1";"4";"3";"/11.4";"5";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"3";"18";"contact_power_1";"variant_0";"approved";"147.4";"349.63";"1192.0";"871.0";"-K2.1";"1";"2";"/11.4";"5";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"4";"18";"contact_power_1";"variant_0";"approved";"600.94";"394.99";"1192.0";"871.0";"-K2.2";"4";"3";"/11.5";"5";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"5";"18";"contact_power_1";"variant_0";"approved";"600.94";"349.63";"1192.0";"871.0";"-K2.2";"1";"2";"/11.5";"5";"104";"= 400";"+ 400SPS";"general";"control voltage 24V DC";""
"6";"23";"contact_power_1";"variant_0";"approved";"215.43";"202.23";"1192.0";"871.0";"-K2.3";"1";"2";"/11.6";"6";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"7";"50";"contact_power_1";"variant_0";"approved";"260.79";"258.93";"1192.0";"871.0";"";"3";"4";"";"8";"104";"= 400";"+ 400SPS";"magnetc belt adjustment";"control voltage 0-24VDC";""
"8";"50";"contact_power_1";"variant_0";"approved";"215.43";"258.93";"1192.0";"871.0";"-K2.4";"1";"2";"/11.7";"8";"104";"= 400";"+ 400SPS";"magnetc belt adjustment";"control voltage 0-24VDC";""
