"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"8";"BreakPoint_V_3.1_DU";"A";"approved";"159.8";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.00";"==20.9400.201/2c.1";"0V 220V~";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"2";"8";"BreakPoint_V_3.1_DU";"A";"approved";"137.13";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.00";"==20.9400.201/2c.1";"0V 220V~";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"3";"8";"BreakPoint_V_3.1_DU";"A";"approved";"227.83";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.110";"==20.9400.201/2c.2";"brakes Gr. 411 Gr. 413";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"4";"8";"BreakPoint_V_3.1_DU";"A";"approved";"205.16";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.110";"==20.9400.201/2c.2";"brakes Gr. 411 Gr. 413";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"5";"8";"BreakPoint_V_3.1_DU";"A";"approved";"295.87";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.120";"==20.9400.201/2c.3";"brakes Gr. 418 Gr. 420";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"6";"8";"BreakPoint_V_3.1_DU";"A";"approved";"273.19";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.120";"==20.9400.201/2c.3";"brakes Gr. 418 Gr. 420";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"7";"8";"BreakPoint_V_3.1_DU";"A";"approved";"363.9";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.130";"==20.9400.201/2c.4";"brakes Gr. 447";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"8";"8";"BreakPoint_V_3.1_DU";"A";"approved";"341.22";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.130";"==20.9400.201/2c.3";"brakes Gr. 447";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"9";"8";"BreakPoint_V_3.1_DU";"A";"approved";"431.93";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.140";"==20.9400.201/2c.5";"brakes Gr. 448";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"10";"8";"BreakPoint_V_3.1_DU";"A";"approved";"409.25";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L1.140";"==20.9400.201/2c.5";"brakes Gr. 448";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"11";"8";"BreakPoint_V_3.1_DU";"A";"approved";"499.96";"608.44";"1192.0";"871.0";"+400SPS-XV400A:spare0";"==20.9400.201/2c.5";"regulating valve heating";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"12";"8";"BreakPoint_V_3.1_DU";"A";"approved";"477.28";"608.44";"1192.0";"871.0";"+400SPS-XV400A:spare0";"==20.9400.201/2c.5";"regulating valve heating";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"13";"8";"BreakPoint_V_3.1_DU";"A";"approved";"545.32";"608.44";"1192.0";"871.0";"+400SPS-PE";"==20.9400.201/2c.6";"";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"14";"9";"BreakPoint_V_3.1_DU";"A";"approved";"159.8";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.00";"==20.9400.201/3d.1";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"15";"9";"BreakPoint_V_3.1_DU";"A";"approved";"137.13";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.00";"==20.9400.201/3d.1";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"16";"9";"BreakPoint_V_3.1_DU";"A";"approved";"227.83";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.100";"==20.9400.201/3d.2";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"17";"9";"BreakPoint_V_3.1_DU";"A";"approved";"205.16";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.100";"==20.9400.201/3d.2";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"18";"9";"BreakPoint_V_3.1_DU";"A";"approved";"295.87";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.110";"==20.9400.201/3d.3";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"19";"9";"BreakPoint_V_3.1_DU";"A";"approved";"273.19";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.110";"==20.9400.201/3d.3";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"20";"9";"BreakPoint_V_3.1_DU";"A";"approved";"363.9";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.120";"==20.9400.201/3d.3";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"21";"9";"BreakPoint_V_3.1_DU";"A";"approved";"341.22";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.120";"==20.9400.201/3d.3";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"22";"9";"BreakPoint_V_3.1_DU";"A";"approved";"431.93";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.130";"==20.9400.201/3d.4";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"23";"9";"BreakPoint_V_3.1_DU";"A";"approved";"409.25";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.130";"==20.9400.201/3d.4";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"24";"9";"BreakPoint_V_3.1_DU";"A";"approved";"499.96";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.140";"==20.9400.201/3d.5";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"25";"9";"BreakPoint_V_3.1_DU";"A";"approved";"477.28";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.140";"==20.9400.201/3d.5";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"26";"9";"BreakPoint_V_3.1_DU";"A";"approved";"567.99";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.150";"==20.9400.201/3d.5";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"27";"9";"BreakPoint_V_3.1_DU";"A";"approved";"545.32";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.150";"==20.9400.201/3d.5";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"28";"9";"BreakPoint_V_3.1_DU";"A";"approved";"636.02";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.170";"==20.9400.201/3d.6";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"29";"9";"BreakPoint_V_3.1_DU";"A";"approved";"613.35";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L2.170";"==20.9400.201/3d.6";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"30";"9";"BreakPoint_V_3.1_DU";"A";"approved";"681.38";"608.44";"1192.0";"871.0";"+400SPS-PE";"==20.9400.201/3d.6";"";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"31";"10";"BreakPoint_V_3.1_DU";"A";"approved";"159.8";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L3-0";"==20.9400.201/5c.2";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"32";"10";"BreakPoint_V_3.1_DU";"A";"approved";"137.13";"608.44";"1192.0";"871.0";"+400SPS-XV400A:L3-0";"==20.9400.201/5c.1";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"33";"10";"BreakPoint_V_3.1_DU";"A";"approved";"227.83";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.11+0";"==20.9400.201/5c.2";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"34";"10";"BreakPoint_V_3.1_DU";"A";"approved";"205.16";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.11+0";"==20.9400.201/5c.2";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"35";"10";"BreakPoint_V_3.1_DU";"A";"approved";"295.87";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.18+0";"==20.9400.201/5c.3";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"36";"10";"BreakPoint_V_3.1_DU";"A";"approved";"273.19";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.18+0";"==20.9400.201/5c.3";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"37";"10";"BreakPoint_V_3.1_DU";"A";"approved";"363.9";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.10+0";"==20.9400.201/5c.4";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"38";"10";"BreakPoint_V_3.1_DU";"A";"approved";"341.22";"608.44";"1192.0";"871.0";"400SPS-XV400A:L3.10+0";"==20.9400.201/5c.3";"";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
