"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"4";"BreakPoint_V_3_UD";"A";"approved";"1020.47";"615.88";"1192.0";"871.0";"414X1L_L102";"=414/3.1";"";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"2";"4";"BreakPoint_V_3_UD";"A";"approved";"1111.18";"615.88";"1192.0";"871.0";"414X1L_PE";"=414/3.2";"";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
