"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"txt_1";"txt_3";"txt_4";"new_field_4";"new_field_5";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"52";"Trans_1";"variant_0";"approved";"215.43";"304.07";"1192.0";"871.0";"-T7";"380V/220V +5%/-10%
2kVA";"380V";"220V";"";"";"9";"104";"= 400";"+ 400SPS";"general";"control voltage 220VAC";""
