"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"9";"CAB_2";"A";"approved";"193.53";"700.64";"0.0";"0.0";"+400A";"";"-W23.2";"2c";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400A";""
"2";"14";"CAB_2";"A";"approved";"193.24";"699.35";"0.0";"0.0";"+400A -W23.2";"";"H05VV5-F 25G1.5 mm²";"3d";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400A";""
"3";"15";"CAB_2";"A";"approved";"192.77";"678.1";"0.0";"0.0";"=414 -W2H10";"";"H05VV5-F 25G1.5 mm²";"3e";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400H10";""
"4";"22";"CAB_2";"A";"approved";"192.82";"665.63";"0.0";"0.0";"=414-W1H10";"";"H05VV5-F 25G1.5 mm²";"5d";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400H10";""
"5";"30";"CAB_2";"A";"approved";"181.13";"598.61";"0.0";"0.0";"=411 -W1.2";"";"H05VV5-F 25G1.5 mm²";"7c";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 411TK1";""
"6";"31";"CAB_2";"A";"approved";"181.01";"598.73";"0.0";"0.0";"=413 -W3.2";"";"H05VV5-F 25G1.5 mm²";"7d";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 413TK1";""
"7";"32";"CAB_2";"A";"approved";"277.72";"585.71";"0.0";"0.0";"=414 -W2TK1";"";"H05VV5-F 25G1.5 mm²";"7e";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 414TK1";""
"8";"33";"CAB_2";"A";"approved";"138.1";"530.19";"0.0";"0.0";"=416 -W5.2";"";"H05VV5-F 25G1.5 mm²";"7f";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 416TK1";""
"9";"33";"CAB_2";"A";"approved";"181.01";"756.74";"0.0";"0.0";"=416 +416TK1-W01TKK2";"";"H05VV5-F 7G1.5 mm²";"7f";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 416TK1";""
"10";"33";"CAB_2";"A";"approved";"419.99";"678.04";"0.0";"0.0";"=416 +416TK1 -W01TKK1";"/7f.1";"";"7f";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 416TK1";""
"11";"34";"CAB_2";"A";"approved";"181.92";"598.43";"0.0";"0.0";"=418 -W6.2";"";"H05VV5-F 25G1.5 mm²";"7g";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 418TK1";""
"12";"35";"CAB_2";"A";"approved";"180.71";"599.34";"0.0";"0.0";"=420 -W8.2";"";"H05VV5-F 25G1.5 mm²";"7h";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK1";""
"13";"36";"CAB_2";"A";"approved";"182.56";"597.82";"0.0";"0.0";"=420 -W9.2";"";"H05VV5-F 25G1.5 mm²";"7i";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK2";""
"14";"37";"CAB_2";"A";"approved";"181.24";"598.2";"0.0";"0.0";"=420 -W10.2";"";"H05VV5-F 25G1.5 mm²";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"15";"38";"CAB_2";"A";"approved";"182.22";"598.43";"0.0";"0.0";"=420 -W11.2";"";"H05VV5-F 25G1.5 mm²";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"16";"39";"CAB_2";"A";"approved";"180.48";"597.44";"0.0";"0.0";"=427 -W13.2";"";"H05VV5-F 25G1.5 mm²";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
