"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"style";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"59";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"612.28";"315.41";"1192.0";"871.0";"+418TK1";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"60";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"714.33";"372.1";"1192.0";"871.0";"=420-XTK1";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"61";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"714.33";"315.41";"1192.0";"871.0";"=420 +420TK1 -XTK1";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"62";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"816.38";"372.1";"1192.0";"871.0";"=420-XTK2";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"63";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"816.38";"315.41";"1192.0";"871.0";"+420TK2";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"64";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"918.43";"372.1";"1192.0";"871.0";"=420-XTK3";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"65";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"918.43";"315.41";"1192.0";"871.0";"=420 +420TK3 -XTK3";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"66";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"1020.47";"372.1";"1192.0";"871.0";"=420-XTK4";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"67";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"1020.47";"315.41";"1192.0";"871.0";"=420 +420TK4 -XTK4";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"68";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"1122.52";"372.1";"1192.0";"871.0";"=414-XTK1";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"69";"57";"X_Simple_DownUp_SZ_1st";"A";"approved";"1122.52";"315.41";"1192.0";"871.0";"=414 +414TK1 -XTK1";"11";"";"12";"104";"= 400";"+ 400SPS";"general";"start warning";""
"70";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"306.14";"372.1";"1192.0";"871.0";"=427-XTK1";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"71";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"306.14";"315.41";"1192.0";"871.0";"=427 +427TK1 -XTK1";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"72";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"408.19";"372.1";"1192.0";"871.0";"=427-XTK5";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"73";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"408.19";"315.41";"1192.0";"871.0";"=427 +427TK5 -XTK5";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"74";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"510.24";"372.1";"1192.0";"871.0";"=427-XTK6";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"75";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"510.24";"315.41";"1192.0";"871.0";"=427 +427TK6 -XTK6";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"76";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"612.28";"372.1";"1192.0";"871.0";"=428-XTK1";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"77";"58";"X_Simple_DownUp_SZ_1st";"A";"approved";"714.33";"372.1";"1192.0";"871.0";"=450-XTK1";"11";"";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
"78";"63";"X_Simple_DownUp_SZ_1st";"A";"approved";"532.91";"338.09";"1192.0";"871.0";"-RES_ZG1";"I3.2";"";"15d";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"79";"63";"X_Simple_DownUp_SZ_1st";"A";"approved";"1077.17";"338.09";"1192.0";"871.0";"-RES_ZG1";"I8.5";"";"15d";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"80";"70";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"462.81";"1192.0";"871.0";"-RES_EG1.1";"I50.7";"";"16f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"81";"70";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"281.39";"1192.0";"871.0";"-RES_EG1.1";"I48.2";"";"16f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"82";"70";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"99.98";"1192.0";"871.0";"-RES_EG1.1";"I42.7";"";"16f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"83";"77";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"281.39";"1192.0";"871.0";"-RES_EG1.2";"I103.7";"";"17f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"84";"77";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"99.98";"1192.0";"871.0";"-RES_EG1.2";"I102.7";"";"17f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"85";"86";"X_Simple_DownUp_SZ_1st";"A";"approved";"668.98";"655.57";"1192.0";"871.0";"-RES_EG2.1";"I35.1";"";"19e";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
"86";"87";"X_Simple_DownUp_SZ_1st";"A";"approved";"124.72";"99.98";"1192.0";"871.0";"-RES_EG2.1";"I35.5";"";"19f";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
