"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"54";"CAB_5";"A";"approved";"124.72";"417.46";"1192.0";"871.0";"=411-W1.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"2";"54";"CAB_5";"A";"approved";"124.72";"598.87";"1192.0";"871.0";"=413-W3.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"3";"54";"CAB_5";"A";"approved";"124.72";"780.29";"1192.0";"871.0";"=418-W6.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"4";"54";"CAB_5";"A";"approved";"328.82";"780.29";"1192.0";"871.0";"=420-W8.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"5";"54";"CAB_5";"A";"approved";"328.82";"598.87";"1192.0";"871.0";"=420-W9.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"6";"54";"CAB_5";"A";"approved";"328.82";"417.46";"1192.0";"871.0";"=420-W10.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"7";"54";"CAB_5";"A";"approved";"328.82";"236.04";"1192.0";"871.0";"=420-W11.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"8";"54";"CAB_5";"A";"approved";"532.91";"417.46";"1192.0";"871.0";"=427-W15.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"9";"54";"CAB_5";"A";"approved";"532.91";"598.87";"1192.0";"871.0";"=427-W16.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"10";"54";"CAB_5";"A";"approved";"532.91";"236.04";"1192.0";"871.0";"=427-W13.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"11";"54";"CAB_5";"A";"approved";"737.01";"598.87";"1192.0";"871.0";"=416-W5.1";"";"";"10";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"12";"59";"CAB_5";"A";"approved";"68.03";"689.58";"1192.0";"871.0";"9a.2/L7.0 0";"";"";"15";"104";"= 400";"+ 400SPS";"PLC-system";"PLC-central unit / PLC-I";""
"13";"64";"CAB_5";"A";"approved";"68.03";"689.58";"1192.0";"871.0";"9a.2/L7.0 0";"";"";"16";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-I";""
"14";"88";"CAB_5";"A";"approved";"68.03";"689.58";"1192.0";"871.0";"9a.4/L7.0 0";"";"";"20";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
"15";"92";"CAB_5";"A";"approved";"68.03";"723.6";"1192.0";"871.0";"7b.4/L5- 0
7b.4/L5.14+ =";"";"";"20d";"104";"= 400";"+ 400SPS";"PLC-system";"expansion modul / PLC-II";""
