"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"style";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"118";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"119";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"120";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"121";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"655.57";"1192.0";"871.0";"";"L5-";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"122";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.13+";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"123";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"655.57";"1192.0";"871.0";"";"L5.13+";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"124";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"125";"37";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"655.57";"1192.0";"871.0";"";"spare";"";"7j";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK3";""
"126";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"127";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"655.57";"1192.0";"871.0";"";"L3-";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"128";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"129";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"130";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"131";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"132";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"133";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"655.57";"1192.0";"871.0";"";"L5-";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"134";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.13+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"135";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"655.57";"1192.0";"871.0";"";"L5.13+";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"136";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"137";"38";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"655.57";"1192.0";"871.0";"";"spare";"";"7k";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 420TK4";""
"138";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"139";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"655.57";"1192.0";"871.0";"";"L3-";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"140";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"141";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"142";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"143";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"144";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"145";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"655.57";"1192.0";"871.0";"";"L5-";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"146";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"147";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"148";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"149";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"655.57";"1192.0";"871.0";"";"spare";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"150";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"929.76";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"151";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"1009.13";"542.18";"1192.0";"871.0";"";"L5-2";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"152";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"929.76";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"153";"39";"X_Simple_V_3_Left_SZ";"A";"approved";"1009.13";"655.57";"1192.0";"871.0";"";"L5-2";"";"7l";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK1";""
"154";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"155";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"156";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"157";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"158";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"159";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"689.58";"1192.0";"871.0";"";"L3-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"160";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"689.58";"1192.0";"871.0";"";"L3.10+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"161";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"689.58";"1192.0";"871.0";"";"L3.20+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"162";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"689.58";"1192.0";"871.0";"";"L5-";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"163";"40";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"689.58";"1192.0";"871.0";"";"L5.14+";"";"7m";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK4";""
"164";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"165";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"655.57";"1192.0";"871.0";"";"L3-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"166";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"167";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"168";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"169";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"170";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"171";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"655.57";"1192.0";"871.0";"";"L5-";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"172";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"173";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"174";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"175";"41";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"655.57";"1192.0";"871.0";"";"spare";"";"7n";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK5";""
"176";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"177";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"655.57";"1192.0";"871.0";"";"L3-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"178";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"179";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"655.57";"1192.0";"871.0";"";"L3.10+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"180";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"181";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"655.57";"1192.0";"871.0";"";"L3.20+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"182";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"183";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"655.57";"1192.0";"871.0";"";"L5-";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"184";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.14+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"185";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"655.57";"1192.0";"871.0";"";"L5.14+";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"186";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"187";"42";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"655.57";"1192.0";"871.0";"";"spare";"";"7o";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 427TK6";""
"188";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"189";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"190";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"191";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"192";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.15+";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"193";"43";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7p";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 428TK1 spar";"e"
"194";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"542.18";"1192.0";"871.0";"";"L3-";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"195";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"542.18";"1192.0";"871.0";"";"L3.10+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"196";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"542.18";"1192.0";"871.0";"";"L3.20+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"197";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"542.18";"1192.0";"871.0";"";"L5-";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"198";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"566.93";"542.18";"1192.0";"871.0";"";"L5.16+";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"199";"44";"X_Simple_V_3_Left_SZ";"A";"approved";"646.3";"542.18";"1192.0";"871.0";"";"spare";"";"7q";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 450TK1";""
"200";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"315.41";"1192.0";"871.0";"";"L2.0";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"201";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"294.8";"315.41";"1192.0";"871.0";"";"L2.10";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"202";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"385.51";"315.41";"1192.0";"871.0";"";"L2.17";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"203";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"315.41";"1192.0";"871.0";"";"spare";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"204";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"215.43";"598.87";"1192.0";"871.0";"";"L3-";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"205";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"306.14";"598.87";"1192.0";"871.0";"";"L3.18+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"206";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"396.85";"598.87";"1192.0";"871.0";"";"L3.20+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"207";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"476.22";"598.87";"1192.0";"871.0";"";"L5-";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"208";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"598.87";"1192.0";"871.0";"";"L5.10+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"209";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"850.39";"598.87";"1192.0";"871.0";"";"spare2";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"210";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"315.41";"1192.0";"871.0";"";"spare1";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"211";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"657.64";"598.87";"1192.0";"871.0";"";"L5.14+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"212";"45";"X_Simple_V_3_Left_SZ";"A";"approved";"759.69";"598.87";"1192.0";"871.0";"";"L3.10+";"";"7r";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400P1
spare";""
"213";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"181.42";"610.21";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"214";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"181.42";"723.6";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"215";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"238.11";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"216";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"238.11";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"217";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"294.8";"610.21";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"218";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"294.8";"723.6";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"219";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"351.5";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"220";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"351.5";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"221";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"610.21";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"222";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"723.6";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"223";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"612.28";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"224";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"612.28";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"225";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"771.02";"610.21";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"226";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"771.02";"723.6";"1192.0";"871.0";"";"L4-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"227";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"827.72";"610.21";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"228";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"827.72";"723.6";"1192.0";"871.0";"";"L4.11+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"229";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1031.81";"610.21";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"230";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1031.81";"723.6";"1192.0";"871.0";"";"L3-";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"231";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1088.5";"610.21";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"232";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1088.5";"723.6";"1192.0";"871.0";"";"L3.12+";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"233";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"213.36";"1192.0";"871.0";"";"L2.0";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"234";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"555.59";"326.75";"1192.0";"871.0";"";"L2.0";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"235";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"612.28";"213.36";"1192.0";"871.0";"";"L2.11";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"236";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"612.28";"326.75";"1192.0";"871.0";"";"L2.11";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"237";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"725.67";"213.36";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"238";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"725.67";"326.75";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"239";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"668.98";"213.36";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"240";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"668.98";"326.75";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"241";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1088.5";"213.36";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"242";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1088.5";"326.75";"1192.0";"871.0";"";"L01";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"243";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1031.81";"213.36";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"244";"46";"X_Simple_V_3_Left_SZ";"A";"approved";"1031.81";"326.75";"1192.0";"871.0";"";"L02";"";"7s";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution A1-A4";""
"245";"47";"X_Simple_V_3_Left_SZ";"A";"approved";"181.42";"610.21";"1192.0";"871.0";"";"L3-";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
"246";"47";"X_Simple_V_3_Left_SZ";"A";"approved";"181.42";"723.6";"1192.0";"871.0";"";"L3-";"";"7t";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution B1-B5";""
