"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Page";"Sheets";"=";"+";"txt_1";"txt_2";"txt_3";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"20";"20";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"5b";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";"";"5b";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";""
"21";"21";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"5c";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400A";"";"5c";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400A";""
"22";"22";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"5d";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400H10";"";"5d";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 400H10";""
"23";"23";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"6";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";"";"6";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"24";"24";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"6a";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";"";"6a";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"25";"25";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";"";"6b";"104";"= 400";"+ 400SPS";"valve voltage";"control voltage 24V DC";""
"26";"26";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"6c";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";"";"6c";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";""
"27";"27";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"7";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";"";"7";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";""
"28";"28";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"7a";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";"";"7a";"104";"= 400";"+ 400SPS";"lamps voltage";"control voltage 24V DC";""
"29";"29";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"7b";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";"";"7b";"104";"= 400";"+ 400SPS";"general";"power supply / potential distribution 400SPS";""
