"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"33";"X_Simple_LeftRight_SZ_1st";"A";"approved";"170.08";"587.54";"1192.0";"871.0";"";"L3-";"7f";"104";"= 400";"+ 400SPS";"control voltage";"power supply / potential distribution 416TK1";""
"2";"58";"X_Simple_LeftRight_SZ_1st";"A";"approved";"204.09";"406.12";"1192.0";"871.0";"XV";"67";"12a";"104";"= 400";"+ 400SPS";"general";"start warning";""
