"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"55";"BusBar_Con_UP";"UP";"approved";"1145.2";"236.04";"1192.0";"871.0";"-PE";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"2";"55";"BusBar_Con_UP";"UP";"approved";"759.69";"270.06";"1192.0";"871.0";"-PE";"10a";"104";"= 400";"+ 400SPS";"general";"Emergency stop";""
"3";"97";"BusBar_Con_UP";"UP";"approved";"521.57";"304.07";"1192.0";"871.0";"-PE";"23";"104";"= 400";"+ 400SPS";"general";"general signals";""
