"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"109";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD301 -W1M301";"";"NYY-J 7x1.5 mm²";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"2";"109";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD301";"";"NYY-J 7x1.5 mm²";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"3";"110";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD302 -W1M302";"";"NYY-J 7x1.5 mm²";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"4";"110";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD302";"";"NYY-J 7x1.5 mm²";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"5";"111";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD303 -W1M303";"";"NYY-J 7x1.5 mm²";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"6";"111";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD303";"";"NYY-J 7x1.5 mm²";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"7";"112";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD304 -W1M304";"";"NYY-J 7x1.5 mm²";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"8";"112";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD304";"";"NYY-J 7x1.5 mm²";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"9";"113";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD305 -W1M305";"";"NYY-J 7x1.5 mm²";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"10";"113";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD305";"";"NYY-J 7x1.5 mm²";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"11";"114";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD306 -W1M306";"";"NYY-J 7x1.5 mm²";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"12";"114";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD306";"";"NYY-J 7x1.5 mm²";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"13";"115";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD307 -W1M307";"";"NYY-J 7x1.5 mm²";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"14";"115";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD307";"";"NYY-J 7x1.5 mm²";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"15";"116";"CAB_8";"A";"approved";"158.74";"632.89";"1192.0";"871.0";"+427LD308 -W1M308";"";"NYY-J 7x1.5 mm²";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"16";"116";"CAB_8";"A";"approved";"158.74";"485.49";"1192.0";"871.0";"-W1LD308";"";"NYY-J 7x1.5 mm²";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"17";"124";"CAB_8";"A";"approved";"124.72";"576.2";"1192.0";"871.0";"-W4H10";"";"H05VV5-F 3G1.5 mm²";"3";"21";"= 414";"+ 400H10";"forming machine C";"illumination & sockets";""
"18";"134";"CAB_8";"A";"approved";"668.98";"77.3";"1192.0";"871.0";"4.9/L3.11+ 24";"";"";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10"
"19";"141";"CAB_8";"A";"approved";"668.98";"77.3";"1192.0";"871.0";"4.9/L3.11+ 24";"";"";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"20";"145";"CAB_8";"A";"pending";"102.05";"723.6";"1192.0";"871.0";"-X?";"";"";"763";"2";"= 763";"+ ???";"";"band spraying infeed";""
