"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"65.96";"1192.0";"871.0";"11.1L1";"11.1L1";"V~ 50Hz";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"2";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"77.3";"1192.0";"871.0";"11.1L2";"11.1L2";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"3";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"88.64";"1192.0";"871.0";"11.1L3";"11.1L3";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"4";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"190.69";"1192.0";"871.0";"L2.12";"L2.12";"220V~";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"5";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"213.36";"1192.0";"871.0";"L2.0";"L2.0";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"6";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"281.39";"1192.0";"871.0";"L3.11+";"L3.11+";"24V=";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"7";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"258.72";"1192.0";"871.0";"L3.10+";"L3.10+";"24V=";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"8";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"304.07";"1192.0";"871.0";"L3-";"L3-";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"9";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"122.65";"1192.0";"871.0";"L1.12";"L1.12";"220V~";"4";"21";"= 414";"+ 400H10";"";"power supply";""
"10";"125";"BreakPoint_H_2";"variant_0";"approved";"1082.83";"145.33";"1192.0";"871.0";"L1.0";"L1.0";"";"4";"21";"= 414";"+ 400H10";"";"power supply";""
