"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"16";"84";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"71";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1";"421M3"
"17";"84";"BusBar_Con_Down";"A";"approved";"238.11";"261.55";"1192.0";"871.0";"PE";"71";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 1";"421M3"
"18";"85";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4"
"19";"85";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4"
"20";"85";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4"
"21";"85";"BusBar_Con_Down";"A";"approved";"238.11";"261.55";"1192.0";"871.0";"PE";"71a";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 2";"421M4"
"22";"86";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5"
"23";"86";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5"
"24";"86";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5"
"25";"86";"BusBar_Con_Down";"A";"approved";"238.11";"261.55";"1192.0";"871.0";"PE";"71b";"7";"= 421";"+ 400A";"pre - press";"cleaning brush 3";"421M5"
"26";"88";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13"
"27";"88";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13"
"28";"88";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13"
"29";"88";"BusBar_Con_Down";"A";"approved";"238.11";"284.23";"1192.0";"871.0";"PE";"71d";"7";"= 421";"+ 400A";"pre - press";"belt adjustment
air evacuation belt";"421M13"
"30";"89";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1"
"31";"89";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1"
"32";"89";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1"
"33";"89";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"72";"29";"= 427";"+ 400A";"press hydraulics";"cooling and filtering pump";"427M1.1"
"34";"90";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2"
"35";"90";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2"
"36";"90";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2"
"37";"90";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"73";"29";"= 427";"+ 400A";"press hydraulics";"fan air cooling";"427M1.2"
"38";"91";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.18";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"39";"91";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.18";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"40";"91";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.18";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"41";"91";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"74";"29";"= 427";"+ 400A";"press hydraulics";"close shut off valve 60";"spare"
"42";"92";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"43";"92";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"44";"92";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"45";"92";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"75";"29";"= 427";"+ 400A";"press";"hydraulics HP - pump";"427M3"
"46";"93";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"47";"93";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"48";"93";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"49";"93";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"76";"29";"= 427";"+ 400A";"press";"upper cleaning brush 1";"427M4"
"50";"94";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.19";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"51";"94";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.19";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"52";"94";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.19";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"53";"94";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"76a";"29";"= 427";"+ 400A";"press";"upper cleaning brush 2";"427M5"
"54";"95";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"55";"95";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"56";"95";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"57";"95";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"77";"29";"= 427";"+ 400A";"press hydraulics";"washing pump";"427M8.1"
"58";"96";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.18";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"59";"96";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.18";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"60";"96";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.18";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"61";"96";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"78";"29";"= 427";"+ 400A";"press hydraulics";"stop cock 21 close";"427M8.2"
"62";"97";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"63";"97";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"64";"97";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"65";"97";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"79";"29";"= 427";"+ 400A";"press";"exhaust oil mist";"427M23"
"66";"98";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"67";"98";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"68";"98";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"69";"98";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"80";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M24"
"70";"99";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"71";"99";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"72";"99";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"73";"99";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"81";"29";"= 427";"+ 400A";"press";"fan air circulation belt lubrication top";"427M25"
"74";"100";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"75";"100";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"76";"100";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"77";"100";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"82";"29";"= 427";"+ 400A";"press";"pump roll rod chain belt lubrication";"427M28"
"78";"101";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"79";"101";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"80";"101";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"81";"101";"BusBar_Con_Down";"A";"approved";"238.11";"442.97";"1192.0";"871.0";"PE";"83";"29";"= 427";"+ 400A";"press";"pump align and press lubrication of chain";"427M29"
"82";"102";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"83";"102";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"84";"102";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"85";"102";"BusBar_Con_Down";"A";"approved";"238.11";"374.94";"1192.0";"871.0";"PE";"84";"29";"= 427";"+ 400A";"press";"belt adjustment
middle belt";"427M30"
"86";"103";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"85";"29";"= 427";"+ 400A";"press";"spare";""
"87";"103";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"85";"29";"= 427";"+ 400A";"press";"spare";""
"88";"103";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"85";"29";"= 427";"+ 400A";"press";"spare";""
"89";"103";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"85";"29";"= 427";"+ 400A";"press";"spare";""
"90";"104";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"86";"29";"= 427";"+ 400A";"press";"spare";""
"91";"104";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"86";"29";"= 427";"+ 400A";"press";"spare";""
"92";"104";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"86";"29";"= 427";"+ 400A";"press";"spare";""
"93";"104";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"86";"29";"= 427";"+ 400A";"press";"spare";""
"94";"105";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"87";"29";"= 427";"+ 400A";"press";"spare";""
"95";"105";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"87";"29";"= 427";"+ 400A";"press";"spare";""
"96";"105";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"87";"29";"= 427";"+ 400A";"press";"spare";""
"97";"105";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"87";"29";"= 427";"+ 400A";"press";"spare";""
"98";"106";"BusBar_Con_Down";"A";"approved";"952.44";"272.89";"1192.0";"871.0";"-PE";"88";"29";"= 427";"+ 400A";"press";"spare";""
"99";"106";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"88";"29";"= 427";"+ 400A";"press";"spare";""
"100";"106";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"88";"29";"= 427";"+ 400A";"press";"spare";""
"101";"106";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"88";"29";"= 427";"+ 400A";"press";"spare";""
"102";"106";"BusBar_Con_Down";"A";"approved";"238.11";"499.66";"1192.0";"871.0";"PE";"88";"29";"= 427";"+ 400A";"press";"spare";""
"103";"107";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"104";"107";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"105";"107";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"88a";"29";"= 427";"+ 400A";"press";"spare";""
"106";"108";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.20";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"107";"108";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.20";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"108";"108";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.20";"88b";"29";"= 427";"+ 400A";"press";"spare";""
"109";"109";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"110";"109";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"111";"109";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"112";"109";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"89";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 right";"427M301"
"113";"110";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"114";"110";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"115";"110";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"116";"110";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"117";"111";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"118";"111";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"119";"111";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"120";"111";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"121";"112";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"122";"112";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"123";"112";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"124";"112";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"125";"113";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"126";"113";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"127";"113";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"128";"113";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"129";"114";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"130";"114";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"131";"114";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"132";"114";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"133";"115";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"134";"115";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"135";"115";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"136";"115";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"137";"116";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.21";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"138";"116";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.21";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"139";"116";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.21";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"140";"116";"BusBar_Con_Down";"A";"approved";"260.79";"431.63";"1192.0";"871.0";"PE";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"141";"117";"BusBar_Con_Down";"A";"approved";"238.11";"476.98";"1192.0";"871.0";"PE";"100";"29";"= 427";"+ 400A";"press";"central hydraulic band control";"427M?"
"142";"118";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.22";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"143";"118";"BusBar_Con_Down";"A";"approved";"192.76";"80.13";"1192.0";"871.0";"1L2.22";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"144";"118";"BusBar_Con_Down";"A";"approved";"215.43";"91.47";"1192.0";"871.0";"1L3.22";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"145";"118";"BusBar_Con_Down";"A";"approved";"374.17";"68.8";"1192.0";"871.0";"1L1.22";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"146";"118";"BusBar_Con_Down";"A";"approved";"419.53";"91.47";"1192.0";"871.0";"1L3.22";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"147";"118";"BusBar_Con_Down";"A";"approved";"238.11";"465.65";"1192.0";"871.0";"PE";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"148";"119";"BusBar_Con_Down";"A";"approved";"170.08";"68.8";"1192.0";"871.0";"1L1.23";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
