"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"link";"txt_1";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"146";"PB_NO";"variant_0";"approved";"408.19";"471.31";"1192.0";"871.0";"-SB3";"3";"4";"";"";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
"2";"146";"PB_NO";"variant_0";"approved";"702.99";"471.31";"1192.0";"871.0";"-SB6";"3";"4";"";"";"764";"2";"= 763";"+ ???";"";"band spraying infeed";""
