"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Page";"Sheets";"=";"+";"txt_1";"txt_2";"txt_3";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"28";"28";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"22";"23";"= 411";"+ 400A";"forming machine A";"transversal screw conveyor";"411M30";"22";"23";"= 411";"+ 400A";"forming machine A";"transversal screw conveyor";"411M30"
"29";"29";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"23";"23";"= 411";"+ 400A";"forming machine A";"injection screw";"411M31";"23";"23";"= 411";"+ 400A";"forming machine A";"injection screw";"411M31"
"30";"30";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"24";"23";"= 411";"+ 400A";"forming machine A";"recycling conveyor";"411M32";"24";"23";"= 411";"+ 400A";"forming machine A";"recycling conveyor";"411M32"
"31";"31";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"24a";"23";"= 411";"+ 400A";"forming machine A";"screw ???";"411M33";"24a";"23";"= 411";"+ 400A";"forming machine A";"screw ???";"411M33"
"32";"32";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"24b";"23";"= 411";"+ 400A";"forming machine A";"vibrator outside";"411M34";"24b";"23";"= 411";"+ 400A";"forming machine A";"vibrator outside";"411M34"
"33";"33";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"25";"17";"= 413";"+ 400A";"forming machine B";"dosing belt cleaning brush";"413M10";"25";"17";"= 413";"+ 400A";"forming machine B";"dosing belt cleaning brush";"413M10"
"34";"34";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"26";"17";"= 413";"+ 400A";"forming machine B";"rotary combs";"413M11";"26";"17";"= 413";"+ 400A";"forming machine B";"rotary combs";"413M11"
"35";"35";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"27";"17";"= 413";"+ 400A";"forming machine B";"pinned roll";"413M13";"27";"17";"= 413";"+ 400A";"forming machine B";"pinned roll";"413M13"
"36";"36";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"28";"17";"= 413";"+ 400A";"forming machine B";"distrbution belt left";"413M15";"28";"17";"= 413";"+ 400A";"forming machine B";"distrbution belt left";"413M15"
"37";"37";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"29";"17";"= 413";"+ 400A";"forming machine B";"distrbution belt right";"413M16";"29";"17";"= 413";"+ 400A";"forming machine B";"distrbution belt right";"413M16"
"38";"38";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"30";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17";"30";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17"
"39";"39";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"30a";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17";"30a";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17"
"40";"40";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"31";"17";"= 413";"+ 400A";"forming machine B";"fast disk rolls";"413M20";"31";"17";"= 413";"+ 400A";"forming machine B";"fast disk rolls";"413M20"
"41";"41";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"32";"17";"= 413";"+ 400A";"forming machine B";"slow disk rolls";"413M21";"32";"17";"= 413";"+ 400A";"forming machine B";"slow disk rolls";"413M21"
"42";"42";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"33";"17";"= 413";"+ 400A";"forming machine B";"transport belt";"413M22";"33";"17";"= 413";"+ 400A";"forming machine B";"transport belt";"413M22"
"43";"43";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"34";"17";"= 413";"+ 400A";"forming machine B";"left longitudinal screw conveyor";"413M23";"34";"17";"= 413";"+ 400A";"forming machine B";"left longitudinal screw conveyor";"413M23"
"44";"44";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"35";"17";"= 413";"+ 400A";"forming machine B";"right longitudinal screw conveyor";"413M24";"35";"17";"= 413";"+ 400A";"forming machine B";"right longitudinal screw conveyor";"413M24"
"45";"45";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"36";"17";"= 413";"+ 400A";"forming machine B";"cleaning brush transport belt";"413M26";"36";"17";"= 413";"+ 400A";"forming machine B";"cleaning brush transport belt";"413M26"
"46";"46";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"38";"17";"= 413";"+ 400A";"forming machine B";"transversal screw conveyor belt";"413M30";"38";"17";"= 413";"+ 400A";"forming machine B";"transversal screw conveyor belt";"413M30"
"47";"47";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"39";"17";"= 413";"+ 400A";"forming machine B";"injection screw";"413M31";"39";"17";"= 413";"+ 400A";"forming machine B";"injection screw";"413M31"
"48";"48";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"40";"17";"= 413";"+ 400A";"forming machine B";"recycling conveyor";"413M32";"40";"17";"= 413";"+ 400A";"forming machine B";"recycling conveyor";"413M32"
"49";"49";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3";"41";"3";"= 416";"+ 400A";"equelizing rolls";"height adjustment";"416M3"
"50";"50";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6";"42";"3";"= 416";"+ 400A";"";"width adjustment side traverse rolls";"416M6"
"51";"51";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25";"43";"3";"= 416";"+ 400A";"";"width adjustment equalizing rolls";"416M25"
"52";"52";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0";"44";"26";"= 418";"+ 400A";"forming machine D";"left fan";"418M0"
"53";"53";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1";"45";"26";"= 418";"+ 400A";"forming machine D";"right fan";"418M1"
"54";"54";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10";"46";"26";"= 418";"+ 400A";"forming machine D";"dosing belt cleaning brush";"418M10"
"55";"55";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"47";"26";"= 418";"+ 400A";"forming machine D";"rotary combs";"418M11";"47";"26";"= 418";"+ 400A";"forming machine D";"rotary combs";"418M11"
"56";"56";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"48";"26";"= 418";"+ 400A";"forming machine D";"pinned roll";"418M13";"48";"26";"= 418";"+ 400A";"forming machine D";"pinned roll";"418M13"
"57";"57";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"49";"26";"= 418";"+ 400A";"forming machine D";"oscillating flap";"418M14";"49";"26";"= 418";"+ 400A";"forming machine D";"oscillating flap";"418M14"
"58";"58";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"50";"26";"= 418";"+ 400A";"forming machine D";"distrbution belt left";"418M15";"50";"26";"= 418";"+ 400A";"forming machine D";"distrbution belt left";"418M15"
"59";"59";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"51";"26";"= 418";"+ 400A";"forming machine D";"distrbution belt right";"418M16";"51";"26";"= 418";"+ 400A";"forming machine D";"distrbution belt right";"418M16"
"60";"60";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"61";"61";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"52a";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17";"52a";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"62";"62";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"53";"26";"= 418";"+ 400A";"forming machine D";"2nd & 3rd screen vibrator";"418M18, 418M19";"53";"26";"= 418";"+ 400A";"forming machine D";"2nd & 3rd screen vibrator";"418M18, 418M19"
"63";"63";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"54";"26";"= 418";"+ 400A";"forming machine D";"fast disk rolls";"418M20";"54";"26";"= 418";"+ 400A";"forming machine D";"fast disk rolls";"418M20"
"64";"64";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"55";"26";"= 418";"+ 400A";"forming machine D";"slow disk rolls";"418M21";"55";"26";"= 418";"+ 400A";"forming machine D";"slow disk rolls";"418M21"
"65";"65";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"56";"26";"= 418";"+ 400A";"forming machine D";"transport belt";"418M22";"56";"26";"= 418";"+ 400A";"forming machine D";"transport belt";"418M22"
"66";"66";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"57";"26";"= 418";"+ 400A";"forming machine D";"left longitudinal screw conveyor";"418M23";"57";"26";"= 418";"+ 400A";"forming machine D";"left longitudinal screw conveyor";"418M23"
"67";"67";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"58";"26";"= 418";"+ 400A";"forming machine D";"right longitudinal screw conveyor";"418M24";"58";"26";"= 418";"+ 400A";"forming machine D";"right longitudinal screw conveyor";"418M24"
"68";"68";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"59";"26";"= 418";"+ 400A";"forming machine D";"cleaning brush transport belt";"418M26";"59";"26";"= 418";"+ 400A";"forming machine D";"cleaning brush transport belt";"418M26"
"69";"69";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"59a";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4";"59a";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"70";"70";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4";"59b";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
"71";"71";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"59c";"26";"= 418";"+ 400A";"";"TEXPAN filter rotary valve";"418M2";"59c";"26";"= 418";"+ 400A";"";"TEXPAN filter rotary valve";"418M2"
"72";"72";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"59d";"26";"= 418";"+ 400A";"";"TEXPAN filter screw conveyor";"418M3";"59d";"26";"= 418";"+ 400A";"";"TEXPAN filter screw conveyor";"418M3"
"73";"73";"pg_S1";"variant_0";"approved";"1190.55";"871.0";"1192.0";"871.0";"61";"26";"= 418";"+ 400A";"forming machine D";"transversal screw conveyor belt";"418M30";"61";"26";"= 418";"+ 400A";"forming machine D";"transversal screw conveyor belt";"418M30"
