"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"1";"3";"con_L_DownRight";"default";"approved";"136.06";"77.3";"1192.0";"871.0";"0";"8";"= 400";"+ TRAFO";"";"magnet control";""
"2";"3";"con_L_DownRight";"default";"approved";"158.74";"88.64";"1192.0";"871.0";"0";"8";"= 400";"+ TRAFO";"";"magnet control";""
"3";"3";"con_L_DownRight";"default";"approved";"181.42";"99.98";"1192.0";"871.0";"0";"8";"= 400";"+ TRAFO";"";"magnet control";""
"4";"4";"con_L_DownRight";"default";"approved";"181.42";"168.01";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"5";"4";"con_L_DownRight";"default";"approved";"226.77";"111.31";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"6";"4";"con_L_DownRight";"default";"approved";"374.17";"133.99";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"7";"4";"con_L_DownRight";"default";"approved";"385.51";"145.33";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"8";"4";"con_L_DownRight";"default";"approved";"396.85";"156.67";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"9";"4";"con_L_DownRight";"default";"approved";"646.3";"179.35";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"10";"4";"con_L_DownRight";"default";"approved";"442.2";"508.17";"1192.0";"871.0";"1";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"11";"8";"con_L_DownRight";"default";"approved";"136.06";"65.96";"1192.0";"871.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"12";"8";"con_L_DownRight";"default";"approved";"204.09";"88.64";"1192.0";"871.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"13";"8";"con_L_DownRight";"default";"approved";"272.13";"111.31";"1192.0";"871.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"14";"8";"con_L_DownRight";"default";"approved";"340.16";"133.99";"1192.0";"871.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"15";"8";"con_L_DownRight";"default";"approved";"408.19";"156.67";"1192.0";"871.0";"4";"8";"= 400";"+ 400A";"";"control voltage 220V~ brakes";""
"16";"9";"con_L_DownRight";"default";"approved";"136.06";"65.96";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"17";"9";"con_L_DownRight";"default";"approved";"204.09";"88.64";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"18";"9";"con_L_DownRight";"default";"approved";"272.13";"111.31";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"19";"9";"con_L_DownRight";"default";"approved";"340.16";"133.99";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"20";"9";"con_L_DownRight";"default";"approved";"408.19";"156.67";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"21";"9";"con_L_DownRight";"default";"approved";"476.22";"179.35";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"22";"9";"con_L_DownRight";"default";"approved";"544.25";"202.02";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"23";"9";"con_L_DownRight";"default";"approved";"612.28";"224.7";"1192.0";"871.0";"4a";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"24";"10";"con_L_DownRight";"default";"approved";"136.06";"65.96";"1192.0";"871.0";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"25";"10";"con_L_DownRight";"default";"approved";"204.09";"88.64";"1192.0";"871.0";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"26";"10";"con_L_DownRight";"default";"approved";"272.13";"111.31";"1192.0";"871.0";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"27";"10";"con_L_DownRight";"default";"approved";"340.16";"133.99";"1192.0";"871.0";"4b";"8";"= 400";"+ 400A";"";"infeed group 400A";""
"28";"19";"con_L_DownRight";"default";"approved";"476.22";"678.24";"1192.0";"871.0";"13";"23";"= 411";"+ 400A";"forming machine A";"transverse belt";"411M17"
"29";"19";"con_L_DownRight";"default";"approved";"544.25";"349.43";"1192.0";"871.0";"13";"23";"= 411";"+ 400A";"forming machine A";"transverse belt";"411M17"
"30";"38";"con_L_DownRight";"default";"approved";"476.22";"678.24";"1192.0";"871.0";"30";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17"
"31";"38";"con_L_DownRight";"default";"approved";"544.25";"349.43";"1192.0";"871.0";"30";"17";"= 413";"+ 400A";"forming machine B";"transverse belt";"413M17"
"32";"60";"con_L_DownRight";"default";"approved";"476.22";"678.24";"1192.0";"871.0";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"33";"60";"con_L_DownRight";"default";"approved";"544.25";"349.43";"1192.0";"871.0";"52";"26";"= 418";"+ 400A";"forming machine D";"transverse belt";"418M17"
"34";"69";"con_L_DownRight";"default";"approved";"487.56";"338.09";"1192.0";"871.0";"59a";"26";"= 418";"+ 400A";"";"TEXPAN filter fan";"418M4"
